"id","created","updated","title","description","priority","investigation_type","event_datetime","completion_due_date","steps_completed","function_location","equipment_description","object_type","catalog_profile","catalog_profiles","object_part_description","damage_code","supervisor_id","event_type","status","total_effective_duration","total_tonnes_lost","date_closed","total_event_duration","cause_code","is_archived","archive_user_id","archive_datetime"
601,2018-04-13 05:19:11.000 +0800,2018-04-13 05:19:37.000 +0800,CV113 Downtime; Historical Sharepoint Solomon Id 92,,Medium,2,2017-07-20 16:00:00.000 +0800,,5,SOL-KV-RMIN-CONVEY-CV113 ,Unknown,Unknown,PMGENERAL,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
602,2018-04-13 05:19:49.000 +0800,2018-04-13 05:21:02.000 +0800,WEBA Chutes bogging; Historical Sharepoint Solomon Id 93,,Medium,2,2017-07-22 16:00:00.000 +0800,,5,SOL-FT-RMIN-CONVEY,Unknown,Unknown,PMGENERAL,'{}',,,217,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
603,2018-04-13 05:19:50.000 +0800,2018-04-13 05:20:11.000 +0800,CV704 D2 Gearbox lubrication issues; Historical Sharepoint Solomon Id 94,,Medium,3,2017-07-09 16:00:00.000 +0800,,5,SOL-KV-CNVY-CONVEY-CV704 -DRIV2,Gearbox Drive 2 CV704,Gearbox,PM-GEAR,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
604,2018-04-13 05:20:00.000 +0800,2018-04-13 05:20:13.000 +0800,CV301 Magnet Position Switch; Historical Sharepoint Solomon Id 95,,Medium,3,2017-07-20 16:00:00.000 +0800,,5,SOL-KV-CRSH-CONVEY-CV301 -MAG01,Magnet Catenary System CV301,Electrical System,PMGENERAL,'{}',,,217,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
608,2018-04-13 05:20:45.000 +0800,2018-04-13 05:20:51.000 +0800,CRC305 Excessive Vibrations; Historical Sharepoint Solomon Id 99,,Medium,2,2017-08-03 16:00:00.000 +0800,,5,SOL-KV-CRSH-CRUSH5-CRC305-ASBLY,Structure Cone Crusher CRC305,Crusher – Cone,PM-STRC,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
609,2018-04-13 05:20:46.000 +0800,2018-04-19 06:51:11.000 +0800,SK801CV01 gearbox failure; Historical Sharepoint Solomon Id 100,,Medium,2,2017-07-29 16:00:00.000 +0800,,5,SOL-SY-STKG-STK801-CV001 -DRIV1,Gearbox Drive 1 CV01,Gearbox,PM-GEAR,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
613,2018-04-13 05:21:39.000 +0800,2018-04-13 05:21:53.000 +0800,CV302 Downtime; Historical Sharepoint Solomon Id 104,,Medium,2,2017-09-03 16:00:00.000 +0800,,5,SOL-KV-CRSH-CONVEY-CV302 ,Unknown,Unknown,PMGENERAL,'{}',,,217,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
614,2018-04-13 05:21:40.000 +0800,2018-04-13 05:21:48.000 +0800,FR502 cloth rips; Historical Sharepoint Solomon Id 105,,Medium,2,2017-09-07 16:00:00.000 +0800,,5,SOL-KV-DSND-DESND2-FR502 -ASBLY,Cloth Filter FR502,Filter,PM-FILT,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
251,2019-12-25 10:09:00.000 +0800,2019-12-25 10:45:24.000 +0800,"20190725 CV950 PY01 Ring - feder Snap; Historical BMS Id: RCA-0000237","20190725 CV950 PY01 Ring - feder Snap",Medium,2,2019-07-27 05:00:00.000 +0800,2019-12-25 10:45:24.000 +0800,5,APT-OL-CNVY-CONVEY-CV950 -PYIFR,Pulley 1 1800 HT Bend Head Discharge,Pulley,PM-PLYS,'{}',,,9405,1,3,0.0,0.0,2019-12-25 10:45:24.000 +0800,,,,,
252,2019-12-24 13:05:00.000 +0800,2019-12-24 14:05:07.000 +0800,"20191126 - PM19OL12 Shut Overun; Historical BMS Id: RCA-0000235",PM19OL12 Shut was overrun by 3 hours. ,Medium,2,2019-11-11 13:07:00.000 +0800,2019-12-24 14:05:07.000 +0800,5,APT-OL,Unknown,Unknown,PMGENERAL,'{}',,,9405,1,3,3.0,0.0,2019-12-24 14:05:07.000 +0800,,,,,
253,2019-11-29 06:06:00.000 +0800,2019-12-24 13:41:02.000 +0800,RC702 Luff Over Speed; Historical BMS Id: RCA-0000229,Luff tripped out on overspeed faults multiple times on bench change. Further investigations found that the pump had been adjusted earlier in the day. Speed recorded during the event was 150% speed. Rexroth card was tuned to mask the issues. ,Medium,2,2019-11-20 18:24:00.000 +0800,2019-12-24 13:41:02.000 +0800,5,APT-OL-RCLM-RC702 -PP01  -ASBLY,Pump Hydraulics Control Boom Luffing,Hydraulic Pump,PM-ELCO,'{}',,,9405,1,3,3.0,0.0,2019-12-24 13:41:02.000 +0800,,,,,
254,2019-12-25 13:38:00.000 +0800,2019-12-25 14:02:03.000 +0800,"20190805 IL3 Shut Overrun 14.6hrs; Historical BMS Id: RCA-0000239",IL3 Shut Overrun by 14.6hrs,Medium,2,2019-08-05 05:00:00.000 +0800,2019-12-25 14:02:03.000 +0800,5,APT-IL,Unknown,Unknown,PMGENERAL,'{}',,,9405,1,3,14.5,0.0,2019-12-25 14:02:03.000 +0800,,,,,
265,2019-05-29 06:55:00.000 +0800,2021-02-18 10:46:25.000 +0800,DT147- LH Steering Tie Rod Failure; Historical BMS Id: RCA-0000184,LH steering tie rod fractured at the thread end.,Medium,2,2019-05-26 16:36:00.000 +0800,2021-02-18 10:46:25.000 +0800,5,CCK-MP-HAUL-DT147 -STRSYS-STLTR,Steering Linkages & Tie Rods,Link,MP-LTLNK,'{}',,,13121,1,3,172.0,0.0,2021-02-18 10:46:25.000 +0800,,,,,
266,2018-08-22 14:14:00.000 +0800,2018-09-20 09:05:37.000 +0800,DT150 Engine fuel pump and oil pump failure.; Historical BMS Id: RCA-0000056,"DT150 was called into the workshop to diagnose HP fuel pump intermittent pressure fault. Pump had failed pressure tests and deemed as failure. Pump was replaced as a result. Engine oil filters were checked to see if there was any contamination from failed HP fuel pump that can cause serious damage to the engine. Filters were discovered with metal debris and further investigation was launched.   In the end, damage was discovered on engine oil pump (nearly new), engine oil coolers and pressure relief valve. These components were replaced as a result. No major damage was found on engine other than chipping damage on the engine counterweights.  Ref WO: 100899375",Medium,2,2018-08-16 03:42:00.000 +0800,2018-09-20 09:05:37.000 +0800,5,CCK-MP-HAUL-DT150 -ENGINE-FUSYS-FULIP,Fuel Injection Pump,Pump,MP-FUIPP,'{}',,,13121,1,3,317.0,0.0,2018-09-20 09:05:37.000 +0800,,,,,
267,2018-11-12 09:15:00.000 +0800,2019-01-21 17:05:44.000 +0800,DT097 Engine Cylinder Head Failure; Historical BMS Id: RCA-0000091,DT097 was reported with excessive smoke form the exhaust. The truck was stopped in the pit and an electrician was sent to inspect the truck. During inspection it was discovered that valves on #6 cylinder head were bent and has failed a turbocharger. One of the valve has dropped in the cylinder. ,Medium,2,2018-11-06 13:43:00.000 +0800,2019-01-21 17:05:44.000 +0800,5,CCK-MP-HAUL-DT097 -ENGINE,Engine Assembly Caterpillar C175-16,Engine,MP-ENGIN,'{}',,,13121,1,3,465.0,0.0,2019-01-21 17:05:44.000 +0800,,,,,
617,2018-04-13 05:22:32.000 +0800,2018-07-14 00:32:11.000 +0800,SN206 Lay Shaft Failure; Historical Sharepoint Solomon Id 108,,Medium,2,2017-09-15 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB3-SN206 -DRIV1,Exciter DE Wet Screen Drive SN206-EX01,Exciter,PM-EXTR,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
268,2018-11-18 06:11:00.000 +0800,2018-12-15 16:43:30.000 +0800,DT771 Engine Failure - Suspect Cracked Block; Historical BMS Id: RCA-0000094,"DT771 had an inspection undertaken by Cummins due to coolant leaks evident from near LB#1 and RB#8 heads of the engine. Subsequent strip down on site found the block had potentially cracked. A warranty claim was submitted for a new engine as repairs were not possible on site. A swing support engine from Cummins was sent to site for engine replacement, warranty subject to confirmation of root cause of the failure.",Medium,1,2018-11-13 09:26:00.000 +0800,2018-12-15 16:43:30.000 +0800,5,CCK-MP-HAUL-DT771 -ENGINE,Engine Assembly Cummins QSK60,Engine,MP-ENGIN,'{}',,,13121,1,3,0.0,0.0,2018-12-15 16:43:30.000 +0800,,,,,
269,2018-08-05 14:46:00.000 +0800,2018-09-18 13:05:32.000 +0800,DT160- Engine Failure; Historical BMS Id: RCA-0000043,"DT160 HP fuel pump had failed and engine was inspected to find the extent of damage.Engine was inspected after metal (gear fragments) was found on the fuel pump mag. Engine was discovered with heavy scouring in crankshaft journal and big end bearings.   Engine had achieved only 15,581 hrs. Previously on May18, engine oil pump had failed and mew pump was fitted. ",Medium,2,2018-08-01 13:04:00.000 +0800,2018-09-18 13:05:32.000 +0800,5,CCK-MP-HAUL-DT160 -ENGINE-FUSYS,Fuel System,Fuel System,MP-FUSYS,'{}',,,13121,1,3,312.0,0.0,2018-09-18 13:05:32.000 +0800,,,,,
620,2018-04-13 05:22:51.000 +0800,2018-04-13 05:23:03.000 +0800,CV704 Anti Run Back; Historical Sharepoint Solomon Id 111,,Medium,3,2017-09-30 16:00:00.000 +0800,,5,SOL-KV-CNVY-CONVEY-CV704 -DRIV1,Holdback Drive 1 CV704,Drive,PMGENERAL,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
621,2018-04-13 05:22:53.000 +0800,2018-04-13 05:23:07.000 +0800,CV705 DRV3 Low speed coupling non-replacement; Historical Sharepoint Solomon Id 112,,Medium,3,2017-09-29 16:00:00.000 +0800,,5,SOL-KV-CNVY-CONVEY-CV705 -DRIV3,Low Speed Coupling Drive 3 CV705,Coupling,PM-COUP,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
623,2018-04-13 05:22:53.000 +0800,2018-04-13 05:23:32.000 +0800,BF305 conveyor belt failure; Historical Sharepoint Solomon Id 114,,Medium,3,2017-10-08 16:00:00.000 +0800,,5,SOL-KV-CRSH-CRUSH5-BF305 -ASBLY,Belt Feeder BF305,Belt Feeder,PM-FDR,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
625,2018-04-13 05:22:54.000 +0800,2018-04-13 05:23:40.000 +0800,RC901 Bogie wheel failure; Historical Sharepoint Solomon Id 116,,Medium,3,2017-10-02 16:00:00.000 +0800,,5,SOL-SY-RCLM-RCL901-LT901C-ASBLY,Bogie Idling 1 Long Travel West RC901,Bogie,PMGENERAL,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
644,2018-04-13 05:24:58.000 +0800,2018-04-13 05:25:20.000 +0800,RC901 bogie wheel brg failure; Historical Sharepoint Solomon Id 135,,Medium,2,2017-10-02 16:00:00.000 +0800,,5,SOL-SY-RCLM-RCL901-LT901C-ASBLY,Bogie Idling 1 Long Travel West RC901,Bogie,PMGENERAL,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
647,2018-04-13 05:25:40.000 +0800,2018-04-13 05:25:40.000 +0800,SK801 Drive 1 HS coupling failure; Historical Sharepoint Solomon Id 138,,Medium,2,2017-11-07 16:00:00.000 +0800,,5,SOL-SY-STKG-STK801-CV001 -DRIV1,Coupling Fluid Drive 1 Conv CV001,Coupling,PM-COUP,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
649,2018-04-13 05:25:45.000 +0800,2018-04-19 06:49:53.000 +0800,SK801 Bogie Failure; Historical Sharepoint Solomon Id 140,,Medium,2,2017-11-16 16:00:00.000 +0800,,5,SOL-SY-STKG-STK801-LT801A-ASBLY,Bogie Dual Wheel 15 East SK801,Bogie,PMGENERAL,'{}',,,14170,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
658,2018-04-13 05:26:39.000 +0800,2018-07-14 00:46:31.000 +0800,CV113 Gearbox Failure Post Shut; Historical Sharepoint Solomon Id 149,,Medium,2,2017-12-18 16:00:00.000 +0800,,5,SOL-KV-RMIN-CONVEY-CV113 -DRIV1,Gearbox Drive CV113,Gearbox,PM-GEAR,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
10484,2022-08-21 06:51:44.716 +0800,2022-10-25 10:31:06.044 +0800,SZ010 Broken Teeth,Multiple teeth on SZ010 damaged due to GET becoming jammed between scrolls.,High,1,2022-08-15 12:30:00.000 +0800,2022-09-18 00:00:00.000 +0800,2,CLB-PP-RMIN-CRSH10-SZ010 -ASBLY,Shaft Assemblies SZ010,Drive Shaft,PM-CRSH,'{}',Blade,Cracked,540,1,1,0.0,0.0,,0.0,,,,
270,2020-08-20 13:11:00.000 +0800,2021-01-19 14:55:50.000 +0800,GR018- Transmission Failure; Historical BMS Id: RCA-0000326,GR018 was reported with multiple transmission gear selection faults prior to the failure. Transmission lost the reverse gear. Transmission screen was discovered with full of metal. Hot spot found at the rear end of transmission housing suggesting oil overheating.,Medium,1,2020-08-14 06:46:00.000 +0800,2021-01-19 14:55:50.000 +0800,5,CLB-MP-GRDR-GR018 -TRNSYS-TRANS,Transmission,Transmission,MP-TRANS,'{}',,,13121,1,3,115.41,0.0,2021-01-19 14:55:50.000 +0800,,,,,
667,2018-04-23 02:03:07.000 +0800,2018-07-13 22:44:46.000 +0800,CRC364 SHORT CIRCUIT OF CONTROL SAFTEY CIRCUIT; Historical Sharepoint Solomon Id 158,,Medium,1,2018-04-21 16:00:00.000 +0800,,5,SOL-FT-CRSH-CRUSH4-CRC364-EICON,Electrical Field Devices CRC364,Electrical System,PMGENERAL,'{}',,,1897,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
673,2018-05-10 22:31:00.000 +0800,2018-07-14 00:35:15.000 +0800,CV361 belt rip; Historical Sharepoint Solomon Id 166,,Medium,2,2018-05-10 16:00:00.000 +0800,,5,SOL-FT-CRSH-CONVEY-CV361 -ASBLY,Belt Conveyor CV361,Conveyor Belting,PM-CVBT,'{}',,,14199,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
678,2018-05-29 01:49:26.000 +0800,2019-02-06 12:44:21.000 +0800,SK801 CV001 Drive 1 gearbox failure; Historical Sharepoint Solomon Id 172,,Medium,1,2018-05-22 16:00:00.000 +0800,,5,SOL-SY-STKG-STK801-CV001 -DRIV1,Gearbox Drive 1 CV01,Gearbox,PM-GEAR,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
271,2019-01-06 13:46:00.000 +0800,2019-01-31 08:05:26.000 +0800,DT127 Engine Oil Pump Failure; Historical BMS Id: RCA-0000126,DT127 engine was derated to complete halt due to level 3 alarm on low engine oil pressure. The engine oil screen and engine mag plug was discovered with heavy metal shavings. Truck has been parked up and engine is going to be replaced as a result.,Medium,2,2019-01-05 15:30:00.000 +0800,2019-01-31 08:05:26.000 +0800,5,CCK-MP-HAUL-DT127 -ENGINE-LUBSY-OILPP,Pump Main Engine Oil,Pump,MP-OLPMP,'{}',,,13121,1,3,162.0,0.0,2019-01-31 08:05:26.000 +0800,,,,,
272,2019-12-10 14:23:00.000 +0800,2020-11-17 14:38:19.000 +0800,GR021 (Cat 24M Grader)- LH Tandem Axle Shaft Failure; Historical BMS Id: RCA-0000231,"GR021 has lost its transmission gears. During problem diagnosis, LHS Tandem Axle Shaft was discovered cracked and split in 2 halves. The axle has achieved 41,842 hrs of life. There are no maintenance strategy on the axles and are replaced upon failure.",Medium,2,2019-12-05 10:46:00.000 +0800,2020-11-17 14:38:19.000 +0800,5,CLB-MP-GRDR-GR021 -FDRSYS-TDRAX-TDALH,Tandem Drive Assembly LH,Tandem Assembly,MP-TANDM,'{}',,,13121,1,3,111.0,0.0,2020-11-17 14:38:19.000 +0800,,,,,
679,2018-06-08 00:46:13.000 +0800,2019-01-04 03:16:57.000 +0800,"5 why's - CV704 Encoder Underspeed Trips; Historical Sharepoint Solomon Id 173",,Medium,1,2018-06-05 16:00:00.000 +0800,,5,SOL-KV-CNVY-CONVEY-CV704 -EICON,Switch Underspeed CV704-USS7001,Speed Switch,PM-INST,'{}',,,14090,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
273,2019-12-24 07:23:00.000 +0800,2020-04-02 16:05:03.000 +0800,GR013- Pos 4 Wheel Spindle Failure; Historical BMS Id: RCA-0000233,GR013 Pos4 (RHF) wheel spindle fractured at the duo cone seal end suddenly and caused the detachment of the Pos 4 wheel hub assembly. The detached wheel hub assembly fell onto the ground immediate after the incident.,Medium,2,2019-12-20 03:02:00.000 +0800,2020-04-02 16:05:03.000 +0800,5,CLB-MP-GRDR-GR013 -BRKSYS-SRVBK-SVBRF,Service Brake RH Front,Brake,MP-WETBK,'{}',,,13121,1,3,95.4,0.0,2020-04-02 16:05:03.000 +0800,,,,,
680,2018-06-09 06:07:52.000 +0800,2018-07-14 01:06:04.000 +0800,SN201 Screen Panels Dislodged; Historical Sharepoint Solomon Id 174,,Medium,1,2018-06-08 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB1-SN201 -ASBLY,Structure Screen SN201,Screen,PM-STRC,'{}',,,179,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
274,2019-09-20 10:45:00.000 +0800,2019-12-26 16:05:47.000 +0800,DT136 (Cat 793F)- Pos 2 Brake Worn; Historical BMS Id: RCA-0000214,DT136 Pos 2 brakes were discovered 100% worn during service.,Medium,2,2019-09-08 12:06:00.000 +0800,2019-12-26 16:05:47.000 +0800,5,CCK-MP-HAUL-DT136 -BRKSYS-SRVBK-SVBRF,Service Brake RH Front,Brake,MP-WETBK,'{}',,,13121,1,3,58.3,0.0,2019-12-26 16:05:47.000 +0800,,,,,
275,2019-04-14 11:38:00.000 +0800,2019-08-29 16:14:26.000 +0800,DT090 (793F) Engine Failure; Historical BMS Id: RCA-0000166,DT090 was reported with major oil leak and white smoke from the exhaust. Valve from cylinder head 3 dropped inside the cylinder and has caused the catastrophic damage to the engine.,Medium,2,2019-04-08 12:14:00.000 +0800,2019-08-29 16:14:26.000 +0800,5,CCK-MP-HAUL-DT090 -ENGINE-INTEX,Intake and Exhaust System,Exhaust,MP-INTEX,'{}',,,13121,1,3,374.8,0.0,2019-08-29 16:14:26.000 +0800,,,,,
683,2018-06-16 02:49:15.000 +0800,2019-05-01 02:51:07.000 +0800,TLO - Metal Loaded onto Trains (CV901 Metal Detector); Historical Sharepoint Solomon Id 177,,Medium,2,2018-06-06 16:00:00.000 +0800,,5,SOL-SY-CNVY-CONVEY-CV901 -MDT01,Detector Metal CV901,Metal Detector,PM-MTDT,'{}',,,14152,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
276,2019-07-08 09:26:00.000 +0800,2019-10-02 14:36:50.000 +0800,Transmission failure; Historical BMS Id: RCA-0000199,.,Medium,1,2019-07-08 09:28:00.000 +0800,2019-10-02 14:36:50.000 +0800,5,CCK-MP-HAUL-DT223 -TRNSYS-TRANS,Transmission,Transmission,MP-TRANS,'{}',,,13121,1,3,0.0,0.0,2019-10-02 14:36:50.000 +0800,,,,,
277,2018-08-04 15:45:00.000 +0800,2019-03-17 07:55:23.000 +0800,DT772- Park Brake Failure; Historical BMS Id: RCA-0000042,Truck was reported with park brake failure on 23rd Jul18. This was the third park brake related issue with in a week prior to failure.,Medium,2,2018-07-23 20:19:00.000 +0800,2019-03-17 07:55:23.000 +0800,5,CCK-MP-HAUL-DT772 -BRKSYS-BRPRK,Park Brake Assembly,Brake,MP-PKBRK,'{}',,,13121,1,3,1.5,0.0,2019-03-17 07:55:23.000 +0800,,,,,
684,2018-06-17 06:11:49.000 +0800,2018-06-17 06:13:02.000 +0800,CV 361 Belt Repair on 9th of June 2018; Historical Sharepoint Solomon Id 178,,Medium,1,2018-06-16 16:00:00.000 +0800,,5,SOL-FT-CRSH-CONVEY-CV361 -ASBLY,Belt Conveyor CV361,Conveyor Belting,PM-CVBT,'{}',,,14199,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
278,2018-08-22 14:21:00.000 +0800,2018-09-14 15:05:21.000 +0800,DT754 Rear dog bone failure; Historical BMS Id: RCA-0000057,Anti sway bar (Dogbone) dislodged due to crack on the bottom of the sway bar ™s boss. ,Medium,2,2018-08-18 09:26:00.000 +0800,2018-09-14 15:05:21.000 +0800,5,CCK-MP-HAUL-DT754 -STRUCT,Structure,Structure,MP-STRUC,'{}',,,13121,1,3,400.0,0.0,2018-09-14 15:05:21.000 +0800,,,,,
688,2018-07-08 22:54:06.000 +0800,2018-10-04 07:40:46.000 +0800,CV126 Earth Switch Lock Mechanism Failure; Historical Sharepoint Solomon Id 183,,Medium,2,2018-07-07 16:00:00.000 +0800,,5,SOL-FT-RMIN-CONVEY-CV126 -EICON,Electrical Field Devices CV126,Electrical System,PMGENERAL,'{}',,,14211,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
689,2018-07-09 00:52:42.000 +0800,2018-07-27 06:33:11.000 +0800,BF302 Belt Damage; Historical Sharepoint Solomon Id 184,,Medium,2,2018-07-07 16:00:00.000 +0800,,5,SOL-KV-CRSH-CRUSH2-BF302 -ASBLY,Belt Feeder BF302,Belt Feeder,PM-FDR,'{}',,,14184,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
691,2018-07-13 22:31:32.000 +0800,2018-10-04 03:25:45.000 +0800,CV126 Belt Tension Faults ; Historical Sharepoint Solomon Id 186,,Medium,2,2018-07-07 16:00:00.000 +0800,,5,SOL-FT-RMIN-CONVEY-CV126 -WHO01,Winch Take Up CV126,Winch,PM-CRNE,'{}',,,14152,1,3,20.7,69109.0,2022-08-01 08:00:00.000 +0800,,,,,
693,2018-07-14 01:53:48.000 +0800,2018-09-05 22:57:07.000 +0800,TL901 TLO Hydraulic Line Failure; Historical Sharepoint Solomon Id 188,,Medium,1,2018-08-11 16:00:00.000 +0800,,5,SOL-SY-TRLO-TLO900-TL901 -HYD01,Power Pack Hydraulic TLO901,Hydraulic Power Pack,PM-PWPK,'{}',,,14090,1,3,5.52,91544.0,2022-08-01 08:00:00.000 +0800,,,,,
701,2018-07-30 09:14:57.000 +0800,2018-09-01 03:24:02.000 +0800,PU526 Inlet (Suction) Valve Stem Failure; Historical Sharepoint Solomon Id 196,,Medium,3,2018-07-29 16:00:00.000 +0800,,5,SOL-KV-DSND-THICK1-PU526 -PPVLV,Valve Inlet PU526-XV5573,Solenoid Valve,PM-VLV,'{}',,,14152,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1439,2022-04-25 03:21:46.000 +0800,2022-05-09 09:22:50.000 +0800,RCA770 - CV007 Head Pulley Failure; Historical Sharepoint CB Id: 169,,Medium,1,2022-04-21 16:00:00.000 +0800,,5,CLB-PP-RMIN-CRUSH7-CV007 -ASBLY,Drive Pulley CV007,Pulley,PM-PLYS,'{}',,,14084,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1440,2019-12-12 23:25:26.000 +0800,2019-12-12 23:25:26.000 +0800,Asset Management Audit; Historical Sharepoint CB Id: 47,,Medium,1,2019-11-04 16:00:00.000 +0800,,5,CLB-PP,Unknown,Unknown,PMGENERAL,'{}',,,13575,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1166,2020-11-18 01:49:15.000 +0800,2020-11-18 01:49:15.000 +0800,RCA022 - 20CR03 Advance Cylinder Failure Historical Sharepoint CC Id 27,,Medium,2,2019-11-22 16:00:00.000 +0800,,5,CCK-P1-CRSH-CRUSH3-HP103 -ASBLY,Cylinder Plunger 01 20HP04,Hydraulic Cylinder,PMGENERAL,'{}',,,1585,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
1443,2022-05-03 02:23:15.000 +0800,2022-08-25 10:41:37.895 +0800,RCA774 - CV125 Bogging Event,"CB125 tripped on over current when trying to start after  a crash stop initiated on CV104 when a pull wire was activated accidentally. 
No slippage of the drive pulley was observed during the failed start up events

",Medium,2,2022-04-29 16:00:00.000 +0800,2022-09-22 00:00:00.000 +0800,5,CLB-PP-CNVY-CNV001-CV125 -DRIV1,Motor Electric CV125,Electrical Motor,PM-MTRS,'{}',Motor,Other Reason (Explain),6957,1,1,9.4,47600.0,,,,,,
702,2018-08-01 23:13:37.000 +0800,2018-08-10 05:13:16.000 +0800,Multiple GEHO Failures 24/7-1/8 (PU525 & PU526); Historical Sharepoint Solomon Id 197,,Medium,2,2018-07-31 16:00:00.000 +0800,,5,SOL-KV-DSND-TAILS1-PG0001-PPVLV,GEHO Disposal Line 1 TL0001,Piping,PMGENERAL,'{}',,,14184,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
703,2018-08-16 01:30:45.000 +0800,2019-02-08 17:03:42.000 +0800,CV704 gearbox drive 1 lube pump failure; Historical Sharepoint Solomon Id 198,,Medium,1,2018-08-14 16:00:00.000 +0800,,5,SOL-KV-CNVY-CONVEY-CV704 -DRIV1,Lube Unit Gearbox 1 CV704,Lubrication Unit,PM-GEAR,'{}',,,14090,1,3,10.9,67500.0,2022-08-01 08:00:00.000 +0800,,,,,
704,2018-08-20 02:25:09.000 +0800,2019-01-24 03:46:16.000 +0800,SZ151 Drive 002 Fluid Coupling Dump Plug Fusion; Historical Sharepoint Solomon Id 199,,Medium,1,2018-08-18 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-SZ151 -DRIV2,Coupling Fluid Drive 2 SZ151,Coupling,PM-COUP,'{}',,,5268,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
